,Date,Rtn
0,2009-01-01,-2.96421934747
1,2009-02-01,-10.0791105656
2,2009-03-01,7.684002777400001
3,2009-04-01,16.807245961800003
4,2009-05-01,9.08857110057
5,2009-06-01,0.8677666507599998
6,2009-07-01,6.205794207360001
7,2009-08-01,3.772724768004
8,2009-09-01,4.987150139989999
9,2009-10-01,-2.6126206718409994
10,2009-11-01,5.437318920911
11,2009-12-01,4.911799765334001
12,2010-01-01,-1.3761734370479997
13,2010-02-01,5.551036697560001
14,2010-03-01,5.23248105392
15,2010-04-01,1.2479963684499997
16,2010-05-01,-6.89997047834
17,2010-06-01,-5.17735200475
18,2010-07-01,6.909491286960001
19,2010-08-01,-3.2785375193899995
20,2010-09-01,10.297713911199999
21,2010-10-01,2.822760349344
22,2010-11-01,2.319608347125999
23,2010-12-01,7.97009658676
24,2011-01-01,3.054828634601
25,2011-02-01,6.076919246983999
26,2011-03-01,1.7570156271
27,2011-04-01,2.6424613840799998
28,2011-05-01,-2.68601017151
29,2011-06-01,-0.41925135048600026
30,2011-07-01,-3.9690595046199997
31,2011-08-01,-5.6976149241
32,2011-09-01,-7.9229758366
33,2011-10-01,13.332717275400002
34,2011-11-01,2.7044126166500004
35,2011-12-01,1.256975274755
36,2012-01-01,6.422292466160001
37,2012-02-01,5.2737902954299996
38,2012-03-01,-0.271340568251
39,2012-04-01,0.5903165764399999
40,2012-05-01,-6.148575399926
41,2012-06-01,1.56166464976
42,2012-07-01,1.321687235692
43,2012-08-01,1.2070177450919997
44,2012-09-01,2.51102098007
45,2012-10-01,-1.1591256570900001
46,2012-11-01,0.31839688147799994
47,2012-12-01,1.213455110038
48,2013-01-01,8.285013541634
49,2013-02-01,2.57272620938
50,2013-03-01,4.043747878272
51,2013-04-01,1.3533933922999999
52,2013-05-01,0.8115878970599999
53,2013-06-01,-1.311212574921
54,2013-07-01,5.577318915430001
55,2013-08-01,-3.3987934183999995
56,2013-09-01,3.68227231586
57,2013-10-01,4.4805304676099995
58,2013-11-01,1.7129194343649998
59,2013-12-01,1.9525678369519999
60,2014-01-01,-3.17478820555
61,2014-02-01,5.5279432651
62,2014-03-01,1.15024449117
63,2014-04-01,1.2422373151490003
64,2014-05-01,0.8659067381499999
65,2014-06-01,3.5547164811869996
66,2014-07-01,-3.1303037430400003
67,2014-08-01,3.38892924592
68,2014-09-01,-3.5743341037689995
69,2014-10-01,2.3935829284079997
70,2014-11-01,1.3495177355369994
71,2014-12-01,-0.44494617647600004
72,2015-01-01,-5.3644008001220005
73,2015-02-01,5.66763152995
74,2015-03-01,-0.6474680259000001
75,2015-04-01,1.763858950879
76,2015-05-01,0.12662547983999983
77,2015-06-01,-0.768850015018
78,2015-07-01,-1.2023740549600006
79,2015-08-01,-7.43085953785
80,2015-09-01,-4.192883643449998
81,2015-10-01,7.1050015247000005
82,2015-11-01,-0.7827668116549998
83,2015-12-01,-3.8512281839260005
84,2016-01-01,-3.7388302510899996
85,2016-02-01,1.8094727505360002
86,2016-03-01,8.007566264276
87,2016-04-01,3.5757263044859995
88,2016-05-01,1.5651984220617
89,2016-06-01,0.6449858046120001
90,2016-07-01,2.55751750351
91,2016-08-01,-0.27792554473000003
92,2016-09-01,-0.163935615998
93,2016-10-01,-1.7963048065250002
94,2016-11-01,4.7714025299000005
95,2016-12-01,1.676180802748
96,2017-01-01,0.25802308697000004
97,2017-02-01,4.0332930923
98,2017-03-01,0.43448332405
99,2017-04-01,0.11399948881999977
100,2017-05-01,0.46375467578499996
101,2017-06-01,0.17246510926999992
102,2017-07-01,1.71493550651
103,2017-08-01,-0.07495775568400005
104,2017-09-01,4.079236867779999
105,2017-10-01,0.1535416103000001
106,2017-11-01,5.25635166249
107,2017-12-01,1.8721485387099999
108,2018-01-01,4.91329224494
109,2018-02-01,-4.33795812099
110,2018-03-01,-1.0549314801099998
111,2018-04-01,-0.206580809565
112,2018-05-01,0.18172688211000007
113,2018-06-01,-0.8068808065299997
114,2018-07-01,4.319156716099999
115,2018-08-01,3.17042462017
116,2018-09-01,-1.1425755536
117,2018-10-01,-4.617988242070001
118,2018-11-01,1.96475449208
119,2018-12-01,-7.700834210239999
120,2019-01-01,9.74546429016
121,2019-02-01,4.7375698860630004
122,2019-03-01,1.681133559293
123,2019-04-01,3.5165507900839996
124,2019-05-01,-5.404966749110001
125,2019-06-01,5.439342797869999
126,2019-07-01,-0.32063191329799995
127,2019-08-01,-1.941977737701999
128,2019-09-01,2.36243268288
