,Date,Rtn
0,2009-01-01,1.9584526208198278
1,2009-02-01,-7.324317955687279
2,2009-03-01,-9.758104543641284
3,2009-04-01,10.512020410613385
4,2009-05-01,16.80803189909835
5,2009-06-01,5.587163311779642
6,2009-07-01,1.447299865076483
7,2009-08-01,10.277540603875416
8,2009-09-01,6.8848530024473105
9,2009-10-01,4.6147214546284205
10,2009-11-01,-0.9066814168150993
11,2009-12-01,6.948298963822602
12,2010-01-01,4.166764158706224
13,2010-02-01,-2.7818825756576784
14,2010-03-01,5.860707956883219
15,2010-04-01,8.464968316834621
16,2010-05-01,4.142130553413672
17,2010-06-01,-7.269676959127655
18,2010-07-01,-5.038360412420439
19,2010-08-01,7.744134680095471
20,2010-09-01,-3.6070082291381724
21,2010-10-01,10.08208850055247
22,2010-11-01,4.505369429044416
23,2010-12-01,1.3944562501981763
24,2011-01-01,8.640121308098568
25,2011-02-01,3.533758344588546
26,2011-03-01,4.822464808764712
27,2011-04-01,1.751094176997256
28,2011-05-01,3.360927345410007
29,2011-06-01,-0.6581909541458764
30,2011-07-01,-0.8030365113267942
31,2011-08-01,-1.3735598047274329
32,2011-09-01,-4.71163991572184
33,2011-10-01,-6.483569829733508
34,2011-11-01,11.851684617333335
35,2011-12-01,1.2579005057234722
36,2012-01-01,2.5311430780328954
37,2012-02-01,5.001422291571518
38,2012-03-01,5.564390674087561
39,2012-04-01,4.634663570735096
40,2012-05-01,0.5682692881457007
41,2012-06-01,-4.289183357975964
42,2012-07-01,4.745022961837341
43,2012-08-01,2.5317016555877263
44,2012-09-01,3.2897502112483408
45,2012-10-01,3.964885748834692
46,2012-11-01,0.21287414431378202
47,2012-12-01,1.5403695495892602
48,2013-01-01,2.743203037527659
49,2013-02-01,6.296150682171437
50,2013-03-01,2.33672713660813
51,2013-04-01,4.906020724370248
52,2013-05-01,3.0623401820250837
53,2013-06-01,3.9157390091821505
54,2013-07-01,-0.5150421969190275
55,2013-08-01,6.6165915518096075
56,2013-09-01,-2.213805814986485
57,2013-10-01,4.380414782270897
58,2013-11-01,5.358842929465197
59,2013-12-01,3.8899987697975527
60,2014-01-01,3.71295542370658
61,2014-02-01,-2.8178137302384516
62,2014-03-01,5.372464776275737
63,2014-04-01,2.670013507935031
64,2014-05-01,1.1415037301767603
65,2014-06-01,3.3211860996078393
66,2014-07-01,2.9333569578600986
67,2014-08-01,-0.3749029020064422
68,2014-09-01,5.037023991714269
69,2014-10-01,-0.44730816321740735
70,2014-11-01,2.571868075017892
71,2014-12-01,3.4082411957530914
72,2015-01-01,0.9282570492637194
73,2015-02-01,-2.5882252866778876
74,2015-03-01,6.222502160460396
75,2015-04-01,-0.45390946119292197
76,2015-05-01,1.6542606067343688
77,2015-06-01,2.3593311261150265
78,2015-07-01,-0.7645420002724245
79,2015-08-01,2.79493951810465
80,2015-09-01,-4.706361358735006
81,2015-10-01,-1.6462726752733874
82,2015-11-01,8.403136393875087
83,2015-12-01,1.210031295506795
84,2016-01-01,-0.7172411225666574
85,2016-02-01,-3.9586214561788347
86,2016-03-01,0.05144891062725158
87,2016-04-01,7.4694312847900335
88,2016-05-01,2.1978611542662607
89,2016-06-01,2.3561905302147417
90,2016-07-01,0.4480477733067501
91,2016-08-01,4.025169965326467
92,2016-09-01,1.884313770561069
93,2016-10-01,0.3500475418862255
94,2016-11-01,0.8063778321515673
95,2016-12-01,8.991293520421193
96,2017-01-01,3.447157131180846
97,2017-02-01,2.402626758470051
98,2017-03-01,4.182353334003158
99,2017-04-01,0.2942092893777462
100,2017-05-01,1.3979959452635564
101,2017-06-01,1.9998385487984838
102,2017-07-01,1.6667792780601702
103,2017-08-01,2.8874034418419514
104,2017-09-01,0.8311172109343311
105,2017-10-01,4.045999059557434
106,2017-11-01,3.6715506756387595
107,2017-12-01,3.693690434430938
108,2018-01-01,1.8000724735303741
109,2018-02-01,6.881413700152949
110,2018-03-01,-2.8351616781494826
111,2018-04-01,-1.6938532422056778
112,2018-05-01,0.9853062454217252
113,2018-06-01,3.452010193344657
114,2018-07-01,0.6909875077681739
115,2018-08-01,4.244383862304707
116,2018-09-01,4.136350825660023
117,2018-10-01,0.8809417882365911
118,2018-11-01,-4.841004734537557
119,2018-12-01,2.5335934538323346
120,2019-01-01,-8.25976029889339
121,2019-02-01,8.475315067248793
122,2019-03-01,3.642917377713784
123,2019-04-01,1.9675853823710878
124,2019-05-01,5.311682204698809
125,2019-06-01,-5.449128000779864
126,2019-07-01,7.356944799755414
127,2019-08-01,2.480097972810705
128,2019-09-01,-1.1595829189788271
